1.8129798735761982e-158,5.20887762354003e-137,1.0,-1.0
-0.45392942428588867,0.0,0.5355622079223394,0.0,0.0,-0.07854160666465759,2.9956735372543335,-0.7034218311309814,0.3720477819442749,2.0646786242723465,1.4204139411449432,-1.0543167293071747,2.46458899974823,0.0,1.142441600561142,0.0,0.23796606063842773,0.08246862888336182,0.033905625343322754,0.0,1.2553074061870575,0.0,0.0,1.062188297510147,0.0,-1.841434121131897,2.048405382782221,2.680751621723175,0.0,1.701002836227417,0.0,0.0,-0.5738037824630737,-1.333437293767929,-0.8716698586940765,-1.687353491783142,0.0,-0.1433119773864746,0.0,0.0
0.0,5.302999090598947,0.0,1.0294927119494672,0.0,0.0,-8.00786860820059,-0.6215501488363486,-8.262643810489774,0.0,11.039271616981669,0.0,0.0,0.17079905683521002,-10.433953201268805,0.0,0.0,0.0,2.509499107635809,5.158158419659403,0.0,0.0,-6.469207367801699,12.264660859245547,0.0,12.56481108574328,-11.085420526469136,0.0,0.0,0.0,3.0618450052253907,-0.9884573554442317,0.0,-12.875275797435396,0.0,0.0,0.08006851463730102,5.975112823015592,-5.732251290944825,-0.27180351284456794,-5.586814469442231,0.0,-7.21219864129619,-0.9689226894238079,0.0,-2.7941104069811393,0.0,-1.5736860791897125,0.0,-10.357731134749137,4.303227237268097,-6.137379857867197,0.0,2.39857218170977,0.0,0.0,1.4275671141347746,4.3412192756204195,0.0,-4.1850634154867326,0.8791877938071886,-2.580818813174335,1.8928682848135976,-8.40765351368122,14.496410240238209,4.248502510744194,0.0,-1.673705090463903,0.0,1.8771428219000708,0.0,0.0,0.0,0.0,0.0,0.0,0.9101503311155694,0.6813766552873526,0.0,0.0,1.870910352165808,2.9364193254200526,0.0,0.0,1.579274096069328,0.0,8.523951741390363,0.0,0.0,0.0,-4.954479660100471,-8.113828717033247,5.106944860438004,10.41010682344189,0.0,1.8236304973181041,4.100732405759259,4.915876639704027,2.3782547320740735,-8.75206120935224
